0,1,2,3,4,5
1506412800000,3919.1,3966.1,3966.1,3883.4,3820.504231259998
1506427200000,3966.0,3932.9,3985.0,3907.0,4686.644083839994
1506441600000,3933.0,3912.9,3933.0,3888.1,2807.3044149299994
1506456000000,3914.0,3881.5,3934.8,3860.7,2163.7672179
1506470400000,3881.7,3950.5,3962.0,3876.7,3579.787533690001
1506484800000,3950.6,3942.0,3970.0,3931.3,3226.1114375
1506499200000,3942.0,4092.4,4112.0,3929.9,13336.036184789997
1506513600000,4092.4,4091.0,4115.4,4030.8,9905.426429499998
1506528000000,4090.8,4183.9,4203.2,4081.1,9341.3362012
1506542400000,4187.4,4209.7,4229.5,4149.1,9236.171203709995
1506556800000,4207.5,4204.0,4216.0,4145.0,5951.988999670001
1506571200000,4204.0,4231.8,4267.7,4197.0,7541.886695899998
1506585600000,4230.4,4194.0,4269.0,4164.0,7325.889460000001
1506600000000,4194.0,4143.8,4222.4,4120.0,8247.2119088
1506614400000,4143.9,4148.3,4228.0,4135.4,4477.448088809999
1506628800000,4148.5,4190.0,4215.0,4142.0,3030.85698111
1506643200000,4190.0,4073.5,4207.6,4040.8,10800.699350639998
1506657600000,4073.5,4105.0,4125.0,4024.4,8587.254159700002
1506672000000,4101.7,4204.5,4218.5,4078.9,6626.180635139997
1506686400000,4204.6,4196.7,4245.0,4175.0,5732.872678920004
1506700800000,4196.7,4171.5,4241.0,4150.0,4382.578699099999
1506715200000,4171.5,4168.0,4213.7,4140.0,2812.18092931
1506729600000,4167.6,4206.1,4255.1,4160.0,3916.95130592
1506744000000,4206.1,4321.2,4326.1,4203.8,5187.067651729999
